,CRIPTOATIVO,MÊS/ANO,Nº DE OPERAÇÕES,VALOR TOTAL DAS OPERAÇÕES,VALOR MÉDIO POR OPERAÇÃO,data,anomalia_flag,Tipo de Transação
1,AAVE,Agosto de 2020,1.0,59638.94,59638.94,2020-08-01,1,Normal
2,AAVE,Outubro de 2020,1.0,54094.04,54094.04,2020-10-01,1,Normal
3,AAVE,Janeiro de 2021,33.0,300643.99000000005,9110.42393939394,2021-01-01,1,Normal
4,AAVE,Fevereiro de 2021,129.0,974326.6899999995,7552.920077519376,2021-02-01,1,Normal
5,AAVE,Março de 2021,103.0,96846.49,940.2571844660195,2021-03-01,1,Normal
6,AAVE,Abril de 2021,2812.0,2956770.1800000006,1051.4829943101,2021-04-01,1,Normal
7,AAVE,Maio de 2021,58528.0,60910765.60999997,1040.7115501981953,2021-05-01,1,Normal
8,AAVE,Junho de 2021,23559.0,17505283.869999997,743.0401914342713,2021-06-01,1,Normal
9,AAVE,Julho de 2021,25502.0,20258343.32,794.3825315661517,2021-07-01,1,Normal
10,AAVE,Agosto de 2021,28031.0,22772344.11,812.3985626627662,2021-08-01,1,Normal
11,AAVE,Setembro de 2021,19421.0,15864672.210000006,816.8823546676282,2021-09-01,1,Normal
12,AAVE,Outubro de 2021,22173.0,20326692.39,916.7317183060479,2021-10-01,1,Normal
13,AAVE,Novembro de 2021,18359.0,13513718.589999998,736.0814091181436,2021-11-01,1,Normal
14,AAVE,Dezembro de 2021,13812.0,8878754.669999994,642.8290377932228,2021-12-01,1,Normal
15,AAVE,Janeiro de 2022,10578.0,6917507.770000001,653.9523321989035,2022-01-01,1,Normal
16,AAVE,Fevereiro de 2022,5895.0,3119682.499999998,529.2082273112804,2022-02-01,1,Normal
17,AAVE,Março de 2022,10709.0,7223580.490000002,674.5336156503877,2022-03-01,1,Normal
18,AAVE,Abril de 2022,9118.0,7000368.399999996,767.7526211888568,2022-04-01,1,Normal
19,AAVE,Maio de 2022,9132.0,34943343.93000001,3826.4721780551913,2022-05-01,1,Normal
20,AAVE,Junho de 2022,9170.0,5531661.95,603.2346728462378,2022-06-01,1,Normal
21,AAVE,Julho de 2022,10227.0,5573604.969999998,544.9892412242102,2022-07-01,1,Normal
22,AAVE,Agosto de 2022,2981.0,1473495.56,494.2957262663536,2022-08-01,1,Normal
23,AAVE,Setembro de 2022,5113.0,2923476.0699999994,571.7731410131038,2022-09-01,1,Normal
24,AAVE,Outubro de 2022,4819.0,2021070.0,419.396140278066,2022-10-01,1,Normal
25,AAVE,Novembro de 2022,12774.0,2657981.060000001,208.07742758728676,2022-11-01,1,Normal
26,AAVE,Dezembro de 2022,28382.0,1609893.0400000003,56.72232541751816,2022-12-01,1,Normal
27,AAVE,Janeiro de 2023,50195.0,4681425.750000001,93.26478234883955,2023-01-01,1,Normal
28,AAVE,Fevereiro de 2023,33905.0,4654407.53,137.27790974782482,2023-02-01,1,Normal
29,AAVE,Março de 2023,22489.0,3085404.6000000006,137.19616701498512,2023-03-01,1,Normal
30,AAVE,Abril de 2023,20218.0,2229650.1199999996,110.28044910475812,2023-04-01,1,Normal
31,AAVE,Maio de 2023,14011.0,1257302.7699999993,89.73683320248371,2023-05-01,1,Normal
32,AAVE,Junho de 2023,19981.0,3346784.120000002,167.49832941294238,2023-06-01,1,Normal
33,ADA,Agosto de 2019,1087.0,267151.04000000004,245.76912603495865,2019-08-01,1,Normal
34,ADA,Setembro de 2019,1003.0,347598.36000000004,346.5586839481556,2019-09-01,1,Normal
35,ADA,Outubro de 2019,1230.0,437122.1000000003,355.38382113821166,2019-10-01,1,Normal
36,ADA,Novembro de 2019,1583.0,547112.62,345.6175742261529,2019-11-01,1,Normal
37,ADA,Dezembro de 2019,685.0,154509.02999999994,225.56062773722618,2019-12-01,1,Normal
38,ADA,Janeiro de 2020,2422.0,650258.09,268.47980594549955,2020-01-01,1,Normal
39,ADA,Fevereiro de 2020,2098.0,847721.1000000001,404.0615347950429,2020-02-01,1,Normal
40,ADA,Março de 2020,1373.0,669503.9400000001,487.6212235979607,2020-03-01,1,Normal
41,ADA,Abril de 2020,1959.0,1195218.1999999997,610.1164880040835,2020-04-01,1,Normal
42,ADA,Maio de 2020,4528.0,3391059.98,748.9090061837455,2020-05-01,1,Normal
43,ADA,Junho de 2020,6129.0,6375794.150000002,1040.2666258769787,2020-06-01,1,Normal
44,ADA,Julho de 2020,10784.0,9914486.219999999,919.3700129821957,2020-07-01,1,Normal
45,ADA,Agosto de 2020,8284.0,7320066.8,883.639159826171,2020-08-01,1,Normal
46,ADA,Setembro de 2020,3764.0,3532632.82,938.5315674814027,2020-09-01,1,Normal
47,ADA,Outubro de 2020,3136.0,2013782.02,642.1498788265307,2020-10-01,1,Normal
48,ADA,Novembro de 2020,6932.0,6049578.509999998,872.7031895556835,2020-11-01,1,Normal
49,ADA,Dezembro de 2020,6975.0,5091401.420000003,729.9500243727603,2020-12-01,1,Normal
50,ADA,Janeiro de 2021,29650.0,28857131.82000002,973.2590833052283,2021-01-01,1,Normal
51,ADA,Fevereiro de 2021,107364.0,160966995.84,1499.2641466413322,2021-02-01,1,Normal
52,ADA,Março de 2021,81103.0,112730601.16,1389.9683262024832,2021-03-01,1,Normal
53,ADA,Abril de 2021,86659.0,92354173.80999996,1065.7193575970177,2021-04-01,1,Normal
54,ADA,Maio de 2021,174056.0,242467582.56000003,1393.0435179482467,2021-05-01,1,Normal
55,ADA,Junho de 2021,70056.0,81127294.31000003,1158.0349193502345,2021-06-01,1,Normal
56,ADA,Julho de 2021,33812.0,35725459.279999994,1056.5911297764105,2021-07-01,1,Normal
57,ADA,Agosto de 2021,195995.0,242090164.04999992,1235.1854080461233,2021-08-01,1,Normal
58,ADA,Setembro de 2021,160233.0,186045509.85000005,1161.0935940162142,2021-09-01,1,Normal
59,ADA,Outubro de 2021,249500.0,209599036.25999966,840.0762976352692,2021-10-01,1,Normal
60,ADA,Novembro de 2021,234624.0,203861548.65999976,868.8861696160656,2021-11-01,1,Normal
61,ADA,Dezembro de 2021,128310.0,81324376.40999989,633.811678045358,2021-12-01,1,Normal
62,ADA,Janeiro de 2022,108431.0,73150338.63,674.6256940358384,2022-01-01,1,Normal
63,ADA,Fevereiro de 2022,68054.0,59830700.45000003,879.1650814059428,2022-02-01,1,Normal
64,ADA,Março de 2022,72251.0,32177728.940000016,445.3603263622651,2022-03-01,1,Normal
65,ADA,Abril de 2022,51541.0,19080084.690000005,370.19236510739034,2022-04-01,1,Normal
66,ADA,Maio de 2022,74566.0,44581408.09,597.8784981090578,2022-05-01,1,Normal
67,ADA,Junho de 2022,66863.0,34180701.11000004,511.20501787236645,2022-06-01,1,Normal
68,ADA,Julho de 2022,46185.0,20627690.349999998,446.6318144419183,2022-07-01,1,Normal
69,ADA,Agosto de 2022,19384.0,6463805.839999998,333.4608873297564,2022-08-01,1,Normal
70,ADA,Setembro de 2022,35732.0,12809767.709999992,358.495682021717,2022-09-01,1,Normal
71,ADA,Outubro de 2022,33819.0,11932837.34,352.844180490257,2022-10-01,1,Normal
72,ADA,Novembro de 2022,42571.0,18363603.840000004,431.36416433722496,2022-11-01,1,Normal
73,ADA,Dezembro de 2022,28082.0,10710890.189999996,381.414792037604,2022-12-01,1,Normal
74,ADA,Janeiro de 2023,44911.0,13761266.700000003,306.41194139520394,2023-01-01,1,Normal
75,ADA,Fevereiro de 2023,44451.0,18395791.92,413.8442761692651,2023-02-01,1,Normal
76,ADA,Março de 2023,49515.0,17626491.650000002,355.982866808038,2023-03-01,1,Normal
77,ADA,Abril de 2023,36885.0,14144936.759999996,383.4875087433915,2023-04-01,1,Normal
78,ADA,Maio de 2023,36649.0,8915897.01,243.27804332996806,2023-05-01,1,Normal
79,ADA,Junho de 2023,48648.0,14764078.389999999,303.4878800772899,2023-06-01,1,Normal
80,BCH,Agosto de 2019,53176.0,26533347.900000013,498.97224123664836,2019-08-01,1,Normal
81,BCH,Setembro de 2019,40524.0,16660938.899999991,411.13757032869387,2019-09-01,1,Normal
82,BCH,Outubro de 2019,36896.0,19626478.410000004,531.940546671726,2019-10-01,1,Normal
83,BCH,Novembro de 2019,33719.0,17647367.539999995,523.3656852219815,2019-11-01,1,Normal
84,BCH,Dezembro de 2019,16236.0,5889477.5600000005,362.74190440995324,2019-12-01,1,Normal
85,BCH,Janeiro de 2020,74117.0,55414683.87999999,747.6649605353696,2020-01-01,1,Normal
86,BCH,Fevereiro de 2020,68117.0,61715965.51,906.0288255501563,2020-02-01,1,Normal
87,BCH,Março de 2020,58306.0,54333898.160000004,931.874904126505,2020-03-01,1,Normal
88,BCH,Abril de 2020,46133.0,42589838.49000001,923.1968111763815,2020-04-01,1,Normal
89,BCH,Maio de 2020,40128.0,36858600.78,918.5257371411484,2020-05-01,1,Normal
90,BCH,Junho de 2020,17340.0,12359166.040000005,712.7546735870822,2020-06-01,1,Normal
91,BCH,Julho de 2020,26853.0,32043153.62000001,1193.2802152459692,2020-07-01,1,Normal
92,BCH,Agosto de 2020,40225.0,35673979.239999995,886.8608885021752,2020-08-01,1,Normal
93,BCH,Setembro de 2020,23400.0,14519345.100000005,620.4848333333335,2020-09-01,1,Normal
94,BCH,Outubro de 2020,22292.0,15342699.439999994,688.2603373407497,2020-10-01,1,Normal
95,BCH,Novembro de 2020,58383.0,55006824.19,942.1719368651833,2020-11-01,1,Normal
96,BCH,Dezembro de 2020,64820.0,54824236.88999998,845.7919915149641,2020-12-01,1,Normal
97,BCH,Janeiro de 2021,155575.0,145080266.6699999,932.5422893781127,2021-01-01,1,Normal
98,BCH,Fevereiro de 2021,174207.0,199449572.3299999,1144.8998738856642,2021-02-01,1,Normal
99,BCH,Março de 2021,104139.0,99501914.95999993,955.4721570209041,2021-03-01,1,Normal
100,BCH,Abril de 2021,226954.0,285053674.5799998,1255.9975791570089,2021-04-01,1,Normal
101,BCH,Maio de 2021,232220.0,356908453.2600001,1536.9410613211614,2021-05-01,1,Normal
102,BCH,Junho de 2021,46142.0,37350256.49999999,809.4633197520695,2021-06-01,1,Normal
103,BCH,Julho de 2021,33706.0,24286584.080000002,720.5418643564944,2021-07-01,1,Normal
104,BCH,Agosto de 2021,58012.0,41879117.179999985,721.9043849548367,2021-08-01,1,Normal
105,BCH,Setembro de 2021,46922.0,32449909.759999998,691.5713260304334,2021-09-01,1,Normal
106,BCH,Outubro de 2021,55465.0,37262532.06,671.8206447309115,2021-10-01,1,Normal
107,BCH,Novembro de 2021,45296.0,31407305.119999982,693.3792193571172,2021-11-01,1,Normal
108,BCH,Dezembro de 2021,22932.0,13126851.099999996,572.4250436071862,2021-12-01,1,Normal
109,BCH,Janeiro de 2022,16449.0,8961455.17,544.8024299349504,2022-01-01,1,Normal
110,BCH,Fevereiro de 2022,15162.0,7403563.589999996,488.2972952117132,2022-02-01,1,Normal
111,BCH,Março de 2022,18310.0,8538785.829999998,466.3454849808847,2022-03-01,1,Normal
112,BCH,Abril de 2022,14955.0,7898823.870000001,528.1727763289871,2022-04-01,1,Normal
113,BCH,Maio de 2022,19425.0,89438013.17,4604.273522265123,2022-05-01,1,Normal
114,BCH,Junho de 2022,17350.0,5233963.11,301.6693435158502,2022-06-01,1,Normal
115,BCH,Julho de 2022,17854.0,6500448.210000003,364.0891794555843,2022-07-01,1,Normal
116,BCH,Agosto de 2022,4294.0,1265093.1700000004,294.61880996739643,2022-08-01,1,Normal
117,BCH,Setembro de 2022,11280.0,4626636.610000002,410.1628200354612,2022-09-01,1,Normal
118,BCH,Outubro de 2022,7446.0,2836434.8900000006,380.9340437818964,2022-10-01,1,Normal
119,BCH,Novembro de 2022,16845.0,4840168.610000001,287.33562540813307,2022-11-01,1,Normal
120,BCH,Dezembro de 2022,28127.0,1559334.58,55.43906495538096,2022-12-01,1,Normal
121,BCH,Janeiro de 2023,51058.0,5049976.540000002,98.90666575267346,2023-01-01,1,Normal
122,BCH,Fevereiro de 2023,43098.0,3539869.050000001,82.13534386746487,2023-02-01,1,Normal
123,BCH,Março de 2023,40072.0,5154001.18,128.61851617089238,2023-03-01,1,Normal
124,BCH,Abril de 2023,30898.0,2538109.2399999998,82.14477441905625,2023-04-01,1,Normal
125,BCH,Maio de 2023,29498.0,2919417.2200000016,98.9700054240966,2023-05-01,1,Normal
126,BCH,Junho de 2023,72972.0,19590528.05999996,268.4663714849526,2023-06-01,1,Normal
127,BNB,Agosto de 2019,25.0,100.45000000000006,4.0180000000000025,2019-08-01,1,Normal
128,BNB,Setembro de 2019,20.0,8147.11,407.3555,2019-09-01,1,Normal
129,BNB,Outubro de 2019,11.0,5186.750000000001,471.52272727272737,2019-10-01,1,Normal
130,BNB,Novembro de 2019,29.0,64132.77,2211.4748275862066,2019-11-01,1,Normal
131,BNB,Dezembro de 2019,174.0,1641.3200000000002,9.432873563218392,2019-12-01,1,Normal
132,BNB,Janeiro de 2020,1886.0,326654.20999999996,173.19947507953339,2020-01-01,1,Normal
133,BNB,Fevereiro de 2020,3942.0,1495311.7300000002,379.3281912734653,2020-02-01,1,Normal
134,BNB,Março de 2020,1784.0,622852.2299999997,349.1324159192824,2020-03-01,1,Normal
135,BNB,Abril de 2020,1212.0,867378.9799999996,715.659224422442,2020-04-01,1,Normal
136,BNB,Maio de 2020,1456.0,817026.55,561.1446085164836,2020-05-01,1,Normal
137,BNB,Junho de 2020,683.0,323698.43,473.93620790629575,2020-06-01,1,Normal
138,BNB,Julho de 2020,1528.0,674016.3500000001,441.11017670157077,2020-07-01,1,Normal
139,BNB,Agosto de 2020,2521.0,1424864.8199999998,565.1982625942086,2020-08-01,1,Normal
140,BNB,Setembro de 2020,2715.0,2262997.7800000007,833.5166777163907,2020-09-01,1,Normal
141,BNB,Outubro de 2020,3570.0,1316190.0499999998,368.68068627450975,2020-10-01,1,Normal
142,BNB,Novembro de 2020,2579.0,1113314.1100000003,431.68441644048096,2020-11-01,1,Normal
143,BNB,Dezembro de 2020,2360.0,1104780.1900000006,468.12719915254263,2020-12-01,1,Normal
144,BNB,Janeiro de 2021,5881.0,2918480.6000000006,496.2558408433941,2021-01-01,1,Normal
145,BNB,Fevereiro de 2021,55863.0,84298997.32,1509.0309743479584,2021-02-01,1,Normal
146,BNB,Março de 2021,26866.0,43487677.929999985,1618.6882278716587,2021-03-01,1,Normal
147,BNB,Abril de 2021,51041.0,79934717.58000001,1566.0883912932743,2021-04-01,1,Normal
148,BNB,Maio de 2021,33514.0,43872276.40999999,1309.0731160112189,2021-05-01,1,Normal
149,BNB,Junho de 2021,17816.0,15624920.510000007,877.0161938706784,2021-06-01,1,Normal
150,BNB,Julho de 2021,21028.0,9627859.470000008,457.8590198782579,2021-07-01,1,Normal
151,BNB,Agosto de 2021,21005.0,17453733.389999993,830.9323203999045,2021-08-01,1,Normal
152,BNB,Setembro de 2021,18176.0,157067606.29999992,8641.483621258798,2021-09-01,1,Normal
153,BNB,Outubro de 2021,25688.0,20196875.459999997,786.2377553721581,2021-10-01,1,Normal
154,BNB,Novembro de 2021,32583.0,28208266.620000005,865.7357094190223,2021-11-01,1,Normal
155,BNB,Dezembro de 2021,26443.0,20458570.459999993,773.6856808985362,2021-12-01,1,Normal
156,BNB,Janeiro de 2022,19518.0,14777921.78,757.1432411107695,2022-01-01,1,Normal
157,BNB,Fevereiro de 2022,19923.0,10194821.260000002,511.7111509310848,2022-02-01,1,Normal
158,BNB,Março de 2022,21960.0,8632113.049999999,393.08347222222216,2022-03-01,1,Normal
159,BNB,Abril de 2022,21657.0,9710670.490000002,448.3848404672855,2022-04-01,1,Normal
160,BNB,Maio de 2022,27933.0,9494481.409999996,339.9019586152578,2022-05-01,1,Normal
161,BNB,Junho de 2022,36823.0,13107978.320000002,355.9725801808653,2022-06-01,1,Normal
162,BNB,Julho de 2022,34541.0,10297199.33,298.115263889291,2022-07-01,1,Normal
163,BNB,Agosto de 2022,33770.0,7725658.389999997,228.77282765768425,2022-08-01,1,Normal
164,BNB,Setembro de 2022,42555.0,6703769.5600000005,157.53188955469395,2022-09-01,1,Normal
165,BNB,Outubro de 2022,62036.0,6485737.880000001,104.54797021084534,2022-10-01,1,Normal
166,BNB,Novembro de 2022,16124.0,11664759.850000003,723.4408242371622,2022-11-01,1,Normal
167,BNB,Dezembro de 2022,11357.0,6189604.630000002,545.0034894778552,2022-12-01,1,Normal
168,BNB,Janeiro de 2023,11841.0,6852797.629999998,578.7347039945948,2023-01-01,1,Normal
169,BNB,Fevereiro de 2023,16467.0,6315556.530000001,383.52805793404997,2023-02-01,1,Normal
170,BNB,Março de 2023,14399.0,5169844.439999999,359.04190846586556,2023-03-01,1,Normal
171,BNB,Abril de 2023,13661.0,4144906.68,303.4116594685602,2023-04-01,1,Normal
172,BNB,Maio de 2023,3432.0,1880270.16,547.8642657342658,2023-05-01,1,Normal
173,BNB,Junho de 2023,7975.0,4072387.82,510.64424075235115,2023-06-01,1,Normal
174,BRLT,Agosto de 2020,1.0,3000000.0,3000000.0,2020-08-01,1,Normal
175,BRZ,Agosto de 2019,58.0,3835538.43,66129.97293103448,2019-08-01,1,Normal
176,BRZ,Setembro de 2019,50.0,1854402.22,37088.0444,2019-09-01,1,Normal
177,BRZ,Outubro de 2019,181.0,41550173.52,229558.96972375692,2019-10-01,1,Normal
178,BRZ,Novembro de 2019,149.0,52138654.95999998,349923.85879194614,2019-11-01,1,Normal
179,BRZ,Dezembro de 2019,228.0,120533211.55999999,528654.4366666666,2019-12-01,1,Normal
180,BRZ,Janeiro de 2020,258.0,112661452.48,436672.2964341085,2020-01-01,1,Normal
181,BRZ,Fevereiro de 2020,156.0,54899904.94,351922.46756410255,2020-02-01,1,Normal
182,BRZ,Março de 2020,148.0,34941946.44,236094.2327027027,2020-03-01,1,Normal
183,BRZ,Abril de 2020,51.0,2704506.98,53029.54862745098,2020-04-01,1,Normal
184,BRZ,Maio de 2020,1378.0,11246027.300000004,8161.122859216259,2020-05-01,1,Normal
185,BRZ,Junho de 2020,1364.0,34628281.80999999,25387.303379765388,2020-06-01,1,Normal
186,BRZ,Julho de 2020,1271.0,74521222.07000004,58631.960715971705,2020-07-01,1,Normal
187,BRZ,Agosto de 2020,10186.0,115165246.01000002,11306.228746318478,2020-08-01,1,Normal
188,BRZ,Setembro de 2020,8390.0,157406861.66999996,18761.246921334918,2020-09-01,1,Normal
189,BRZ,Outubro de 2020,7763.0,325521451.6900001,41932.429690841185,2020-10-01,1,Normal
190,BRZ,Novembro de 2020,7144.0,248875814.73000002,34837.040135778276,2020-11-01,1,Normal
191,BRZ,Dezembro de 2020,9349.0,338994892.2300001,36260.01628302493,2020-12-01,1,Normal
192,BRZ,Janeiro de 2021,11558.0,212730139.66999996,18405.44555026821,2021-01-01,1,Normal
193,BRZ,Fevereiro de 2021,12099.0,302227805.4200001,24979.569007355985,2021-02-01,1,Normal
194,BRZ,Março de 2021,16038.0,409090408.4599999,25507.570049881528,2021-03-01,1,Normal
195,BRZ,Abril de 2021,25110.0,745983393.1600001,29708.617808044608,2021-04-01,1,Normal
196,BRZ,Maio de 2021,57168.0,985085683.1399999,17231.417631192275,2021-05-01,1,Normal
197,BRZ,Junho de 2021,34771.0,529486514.14000016,15227.81956630526,2021-06-01,1,Normal
198,BRZ,Julho de 2021,31863.0,380910831.6999999,11954.644311583967,2021-07-01,1,Normal
199,BRZ,Agosto de 2021,43810.0,468120141.37,10685.234909153161,2021-08-01,1,Normal
200,BRZ,Setembro de 2021,47567.0,610143678.4400002,12827.037198898399,2021-09-01,1,Normal
201,BRZ,Outubro de 2021,50844.0,887140580.6500001,17448.284569467392,2021-10-01,1,Normal
202,BRZ,Novembro de 2021,67540.0,766897143.6200002,11354.710447438558,2021-11-01,1,Normal
203,BRZ,Dezembro de 2021,82461.0,851773412.86,10329.409209929543,2021-12-01,1,Normal
204,BRZ,Janeiro de 2022,60845.0,686509208.42,11282.919030651656,2022-01-01,1,Normal
205,BRZ,Fevereiro de 2022,46150.0,526042391.65999997,11398.535030552544,2022-02-01,1,Normal
206,BRZ,Março de 2022,51793.0,740349136.1299999,14294.386039233099,2022-03-01,1,Normal
207,BRZ,Abril de 2022,35712.0,535176889.8699998,14985.912014728938,2022-04-01,1,Normal
208,BRZ,Maio de 2022,32335.0,499296948.57,15441.377719808257,2022-05-01,1,Normal
209,BRZ,Junho de 2022,52540.0,454778710.19,8655.856684240578,2022-06-01,1,Normal
210,BRZ,Julho de 2022,87894.0,545155662.2200003,6202.421806039096,2022-07-01,1,Normal
211,BRZ,Agosto de 2022,344358.0,540174334.3199999,1568.6417458575086,2022-08-01,1,Normal
212,BRZ,Setembro de 2022,422631.0,537240295.35,1271.1805223705787,2022-09-01,1,Normal
213,BRZ,Outubro de 2022,693099.0,613106834.4799999,884.5876772005153,2022-10-01,1,Normal
214,BRZ,Novembro de 2022,633457.0,428411508.74999994,676.3071664690735,2022-11-01,1,Normal
215,BRZ,Dezembro de 2022,1100642.0,312007743.37,283.47795502079697,2022-12-01,1,Normal
216,BRZ,Janeiro de 2023,1384333.0,221925524.51000008,160.31224027022407,2023-01-01,1,Normal
217,BRZ,Fevereiro de 2023,853231.0,160482474.82999998,188.08795605176087,2023-02-01,1,Normal
218,BRZ,Março de 2023,1053972.0,251893288.31000012,238.99428856743833,2023-03-01,1,Normal
219,BRZ,Abril de 2023,1720315.0,380097346.2199999,220.9463651831205,2023-04-01,1,Normal
220,BRZ,Maio de 2023,1551805.0,405893445.04,261.5621453984231,2023-05-01,1,Normal
221,BRZ,Junho de 2023,1559788.0,612460560.9499998,392.65628466817276,2023-06-01,1,Normal
222,BRZX,Novembro de 2019,183.0,12541.339999999995,68.53191256830598,2019-11-01,1,Normal
223,BRZX,Dezembro de 2019,396.0,32196.89999999999,81.30530303030301,2019-12-01,1,Normal
224,BRZX,Janeiro de 2020,363.0,70028.16999999998,192.91506887052338,2020-01-01,1,Normal
225,BRZX,Fevereiro de 2020,419.0,31952.06000000001,76.25789976133653,2020-02-01,1,Normal
226,BRZX,Março de 2020,661.0,22827.820000000007,34.53527987897127,2020-03-01,1,Normal
227,BRZX,Abril de 2020,711.0,32684.929999999993,45.970365682137825,2020-04-01,1,Normal
228,BRZX,Maio de 2020,982.0,64709.650000000016,65.89577393075358,2020-05-01,1,Normal
229,BRZX,Junho de 2020,5374.0,496943.5999999999,92.47182731671008,2020-06-01,1,Normal
230,BRZX,Julho de 2020,4171.0,546891.0399999998,131.11748741309034,2020-07-01,1,Normal
231,BRZX,Agosto de 2020,4654.0,937344.2300000002,201.4061516974646,2020-08-01,1,Normal
232,BRZX,Setembro de 2020,1284.0,137111.90000000008,106.78496884735209,2020-09-01,1,Normal
233,BRZX,Outubro de 2020,2632.0,843792.41,320.58982142857144,2020-10-01,1,Normal
234,BRZX,Novembro de 2020,1991.0,564855.2400000001,283.7042893018584,2020-11-01,1,Normal
235,BRZX,Dezembro de 2020,1655.0,462356.96,279.3697643504531,2020-12-01,1,Normal
236,BRZX,Fevereiro de 2021,1869.0,435839.64,233.19402889245586,2021-02-01,1,Normal
237,BRZX,Março de 2021,1286.0,220809.38999999996,171.70248055987554,2021-03-01,1,Normal
238,BRZX,Abril de 2021,1624.0,351304.77999999985,216.32067733990138,2021-04-01,1,Normal
239,BRZX,Maio de 2021,1888.0,339465.8499999999,179.80182733050844,2021-05-01,1,Normal
240,BSV,Agosto de 2019,71.0,60401.94999999999,850.7316901408449,2019-08-01,1,Normal
241,BSV,Setembro de 2019,70.0,33557.92999999999,479.3989999999999,2019-09-01,1,Normal
242,BSV,Outubro de 2019,1.0,39.26,39.26,2019-10-01,1,Normal
243,BSV,Novembro de 2019,2.0,260.19,130.095,2019-11-01,1,Normal
244,BSV,Dezembro de 2019,1.0,26.14,26.14,2019-12-01,1,Normal
245,BSV,Janeiro de 2020,4.0,1512.3100000000002,378.07750000000004,2020-01-01,1,Normal
246,BSV,Fevereiro de 2020,3.0,2963.66,987.8866666666667,2020-02-01,1,Normal
247,BSV,Março de 2020,4089.0,3243005.0499999984,793.1046832966491,2020-03-01,1,Normal
248,BSV,Abril de 2020,3204.0,2610537.81,814.7745973782771,2020-04-01,1,Normal
249,BSV,Maio de 2020,3222.0,3060878.7699999996,949.9934109248912,2020-05-01,1,Normal
250,BSV,Junho de 2020,1397.0,1021219.8200000002,731.0091768074446,2020-06-01,1,Normal
251,BSV,Julho de 2020,2106.0,1557886.960000001,739.7373979107317,2020-07-01,1,Normal
252,BSV,Agosto de 2020,2468.0,1776935.7299999995,719.990166126418,2020-08-01,1,Normal
253,BSV,Setembro de 2020,1493.0,1261194.6000000008,844.7385130609516,2020-09-01,1,Normal
254,BSV,Outubro de 2020,778.0,435072.6700000001,559.2193701799487,2020-10-01,1,Normal
255,BSV,Novembro de 2020,1513.0,995090.9499999998,657.6939524124256,2020-11-01,1,Normal
256,BSV,Dezembro de 2020,1371.0,1109016.82,808.910882567469,2020-12-01,1,Normal
257,BSV,Janeiro de 2021,7593.0,6095412.259999998,802.7673198999075,2021-01-01,1,Normal
258,BSV,Fevereiro de 2021,9720.0,7964079.399999997,819.3497325102877,2021-02-01,1,Normal
259,BSV,Março de 2021,6595.0,4992352.580000001,756.9905352539804,2021-03-01,1,Normal
260,BSV,Abril de 2021,13600.0,9983125.690000003,734.0533595588238,2021-04-01,1,Normal
261,BSV,Maio de 2021,12053.0,10755959.15,892.3885464199784,2021-05-01,1,Normal
262,BSV,Junho de 2021,2207.0,1617697.3199999994,732.9847394653373,2021-06-01,1,Normal
263,BSV,Julho de 2021,1416.0,996165.4899999999,703.506701977401,2021-07-01,1,Normal
264,BSV,Agosto de 2021,2016.0,899505.4899999995,446.183278769841,2021-08-01,1,Normal
265,BSV,Setembro de 2021,1597.0,828531.2100000002,518.8047651847214,2021-09-01,1,Normal
266,BSV,Outubro de 2021,1441.0,830796.06,576.54133240805,2021-10-01,1,Normal
267,BSV,Novembro de 2021,881.0,583869.49,662.7349489216799,2021-11-01,1,Normal
268,BSV,Dezembro de 2021,1063.0,831335.4599999998,782.0653433678268,2021-12-01,1,Normal
269,BSV,Janeiro de 2022,306.0,218810.21000000002,715.0660457516341,2022-01-01,1,Normal
270,BSV,Fevereiro de 2022,179.0,87632.26999999999,489.5657541899441,2022-02-01,1,Normal
271,BSV,Março de 2022,177.0,98580.61000000004,556.9525988700567,2022-03-01,1,Normal
272,BSV,Abril de 2022,179.0,81492.53,455.265530726257,2022-04-01,1,Normal
273,BSV,Maio de 2022,250.0,45839.12,183.35648,2022-05-01,1,Normal
274,BSV,Junho de 2022,488.0,128773.69999999997,263.88053278688517,2022-06-01,1,Normal
275,BSV,Julho de 2022,144.0,47375.069999999985,328.99354166666654,2022-07-01,1,Normal
276,BSV,Agosto de 2022,137.0,47728.02999999998,348.37978102189766,2022-08-01,1,Normal
277,BSV,Setembro de 2022,82.0,20195.840000000004,246.29073170731712,2022-09-01,1,Normal
278,BSV,Outubro de 2022,66.0,17326.059999999998,262.5160606060606,2022-10-01,1,Normal
279,BSV,Novembro de 2022,169.0,41637.070000000014,246.37319526627226,2022-11-01,1,Normal
280,BSV,Dezembro de 2022,87.0,19683.91,226.25183908045977,2022-12-01,1,Normal
281,BSV,Janeiro de 2023,446.0,59286.01,132.9282735426009,2023-01-01,1,Normal
282,BSV,Fevereiro de 2023,712.0,95416.79000000004,134.01234550561804,2023-02-01,1,Normal
283,BSV,Março de 2023,309.0,95672.46999999999,309.61964401294495,2023-03-01,1,Normal
284,BSV,Abril de 2023,70.0,11334.440000000006,161.92057142857152,2023-04-01,1,Normal
285,BSV,Maio de 2023,1.0,81.21,81.21,2023-05-01,1,Normal
286,BSV,Junho de 2023,780.0,35723.709999999985,45.79962820512819,2023-06-01,1,Normal
287,BTC,Agosto de 2019,967666.0,3718350598.6700053,3842.5971344141526,2019-08-01,1,Normal
